Time,Manual_Count,Time,Netgear Inc.,Time,NETCOMM LIMITED,Time,UNKNOWN,Time,"SAMSUNG ELECTRO-MECHANICS CO., LTD.",Time,Billion Electric Co. Ltd.,Time,NETGEAR,Time,Apple,Time,Belkin International Inc.,Time,"CISCO SYSTEMS, INC.",Time,"TP-LINK TECHNOLOGIES CO.,LTD.",Time,ASUSTek COMPUTER INC.,Time,"GIGA-BYTE TECHNOLOGY CO.,LTD.",Time,IBM Corp,Time,"Samsung Electronics Co.,Ltd",Time,Intel Corporate,Time,DrayTek Corp.,Time,Hewlett-Packard Company,Time,Hewlett Packard,Time,"NETGEAR INC.,",Time,"Apple, Inc",Time,"Murata Manufacturing Co., Ltd.",Time,Nokia Corporation,Time,Ubiquiti Networks,Time,ICP Electronics Inc.,Time,D-LINK INTERNATIONAL PTE LIMITED,Time,Routerboard.com,Time,SEIKO EPSON CORPORATION,Time,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",Time,Enerpoint Ltd.,Time,Paragon Technologies Inc.,Time,Liteon Tech Corp.,Time,Lexmark International Inc.,Time,"Apple, Inc.",Time,"Murata Manufacturing Co.,Ltd.",Time,Apple Inc,Time,HTC Corporation,Time,"Huawei Technologies Co., Ltd",Time,"Samsung Electro Mechanics co., LTD.",Time,WISOL,Time,Sony Mobile Communications AB,Time,"Samsung Electro Mechanics co.,LTD.",Time,"Billion Electric Co., Ltd.",Time,Liteon Technology Corporation,Time,Pittasoft,Time,FUJI-XEROX CO. LTD.
1487,15,1487,1,1487,1,1487,5,1487,0,1487,1,1487,3,1487,10,1487,1,1487,1,1487,1,1491,3,1491,2,1491,1,1491,0,1491,3,1503,1,1503,2,1503,1,1508,1,1508,3,1516,1,1530,0,1534,1,1546,0,1550,0,1554,0,1571,0,1584,1,1609,0,1619,0,1635,1,1721,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,14,1491,1,1491,1,1491,5,1491,0,1491,1,1491,3,1491,9,1491,1,1491,1,1491,1,1496,3,1496,2,1496,1,1496,0,1496,3,1508,1,1508,2,1508,1,1512,1,1512,3,1521,1,1534,0,1538,1,1550,0,1554,0,1559,0,1575,0,1588,1,1614,0,1624,0,1640,1,1725,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,14,1496,1,1496,1,1496,5,1496,0,1496,1,1496,4,1496,9,1496,1,1496,1,1496,1,1500,3,1500,2,1500,1,1500,0,1500,2,1512,1,1512,3,1512,2,1516,1,1516,3,1525,1,1538,0,1542,1,1554,0,1559,0,1563,0,1579,0,1593,1,1619,0,1627,0,1644,1,1730,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,14,1500,1,1500,1,1500,5,1500,0,1500,1,1500,4,1500,9,1500,1,1500,1,1500,1,1503,3,1503,2,1503,1,1503,0,1503,2,1516,1,1516,3,1516,2,1521,1,1521,3,1530,1,1542,0,1546,1,1559,0,1563,0,1567,0,1584,0,1597,0,1624,0,1631,0,1649,0,1734,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,14,1503,1,1503,1,1503,4,1503,0,1503,2,1503,4,1503,10,1503,1,1503,1,1503,1,1508,3,1508,2,1508,1,1508,0,1508,2,1521,1,1521,3,1521,2,1525,1,1525,3,1534,1,1546,0,1550,1,1563,0,1567,0,1571,0,1588,0,1601,0,1627,0,1635,0,1653,0,1737,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,14,1508,1,1508,1,1508,3,1508,0,1508,2,1508,4,1508,9,1508,1,1508,1,1508,1,1512,3,1512,2,1512,1,1512,0,1512,2,1525,1,1525,3,1525,2,1530,1,1530,3,1538,1,1550,0,1554,1,1567,0,1571,0,1575,0,1593,0,1605,0,1631,0,1640,0,1656,0,1742,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,14,1512,1,1512,1,1512,3,1512,0,1512,2,1512,4,1512,9,1512,1,1512,1,1512,1,1516,3,1516,2,1516,1,1516,0,1516,2,1530,1,1530,3,1530,2,1534,1,1534,3,1542,1,1554,0,1559,1,1571,0,1575,0,1579,0,1597,0,1609,0,1635,0,1644,0,1660,0,1746,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,14,1516,1,1516,1,1516,4,1516,0,1516,2,1516,4,1516,8,1516,1,1516,2,1516,1,1521,3,1521,2,1521,1,1521,0,1521,2,1534,1,1534,3,1534,2,1538,1,1538,3,1546,1,1559,0,1563,1,1575,0,1579,0,1584,0,1601,0,1614,0,1640,0,1649,0,1666,0,1750,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,14,1521,1,1521,1,1521,4,1521,0,1521,2,1521,4,1521,10,1521,1,1521,2,1521,1,1525,3,1525,2,1525,1,1525,0,1525,2,1538,1,1538,3,1538,2,1542,1,1542,3,1550,1,1563,0,1567,1,1579,0,1584,0,1588,0,1605,0,1619,0,1644,0,1653,0,1669,0,1754,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,14,1525,1,1525,1,1525,4,1525,0,1525,2,1525,4,1525,9,1525,1,1525,2,1525,1,1530,3,1530,2,1530,1,1530,0,1530,2,1542,1,1542,3,1542,2,1546,1,1546,3,1554,1,1567,0,1571,1,1584,1,1588,0,1593,0,1609,1,1624,0,1649,0,1656,0,1673,0,1758,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,14,1530,1,1530,1,1530,4,1530,0,1530,2,1530,4,1530,8,1530,1,1530,2,1530,1,1534,3,1534,2,1534,1,1534,0,1534,2,1546,1,1546,3,1546,2,1550,1,1550,3,1559,1,1571,0,1575,1,1588,1,1593,0,1597,0,1614,1,1627,0,1653,0,1660,0,1677,0,1763,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,14,1534,1,1534,1,1534,4,1534,0,1534,2,1534,4,1534,8,1534,1,1534,2,1534,1,1538,3,1538,2,1538,1,1538,0,1538,2,1550,1,1550,3,1550,3,1554,1,1554,3,1563,1,1575,0,1579,1,1593,1,1597,0,1601,0,1619,1,1631,0,1656,0,1666,0,1682,0,1767,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,14,1538,1,1538,1,1538,4,1538,0,1538,2,1538,4,1538,8,1538,1,1538,2,1538,1,1542,3,1542,3,1542,1,1542,0,1542,3,1554,1,1554,2,1554,3,1559,1,1559,2,1567,1,1579,0,1584,1,1597,1,1601,0,1605,0,1624,1,1635,0,1660,0,1669,0,1686,0,1772,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,14,1542,1,1542,1,1542,4,1542,0,1542,2,1542,4,1542,8,1542,1,1542,2,1542,1,1546,2,1546,3,1546,1,1546,0,1546,3,1559,1,1559,2,1559,3,1563,1,1563,1,1571,1,1584,0,1588,1,1601,1,1605,0,1609,0,1627,1,1640,0,1666,0,1673,0,1690,1,1776,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,14,1546,1,1546,1,1546,4,1546,0,1546,2,1546,4,1546,7,1546,1,1546,2,1546,1,1550,2,1550,3,1550,1,1550,0,1550,3,1563,1,1563,2,1563,3,1567,1,1567,1,1575,1,1588,0,1593,1,1605,1,1609,0,1614,0,1631,1,1644,0,1669,0,1677,0,1694,1,1780,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,14,1550,1,1550,1,1550,4,1550,0,1550,2,1550,4,1550,7,1550,1,1550,2,1550,1,1554,2,1554,3,1554,1,1554,0,1554,3,1567,1,1567,2,1567,3,1571,1,1571,1,1579,1,1593,0,1597,1,1609,1,1614,0,1619,0,1635,1,1649,0,1673,0,1682,0,1700,1,1784,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,14,1554,1,1554,1,1554,4,1554,0,1554,2,1554,4,1554,7,1554,1,1554,2,1554,1,1559,2,1559,3,1559,1,1559,0,1559,3,1571,1,1571,2,1571,3,1575,1,1575,2,1584,1,1597,0,1601,1,1614,1,1619,0,1624,0,1640,1,1653,0,1677,0,1686,0,1704,1,1789,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,14,1559,1,1559,1,1559,4,1559,0,1559,2,1559,4,1559,7,1559,1,1559,2,1559,1,1563,2,1563,3,1563,1,1563,0,1563,3,1575,1,1575,2,1575,4,1579,1,1579,2,1588,1,1601,0,1605,1,1619,1,1624,0,1627,0,1644,1,1656,0,1682,0,1690,0,1709,1,1793,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,14,1563,1,1563,1,1563,4,1563,0,1563,2,1563,4,1563,6,1563,1,1563,2,1563,1,1567,2,1567,3,1567,1,1567,0,1567,3,1579,1,1579,2,1579,4,1584,1,1584,1,1593,1,1605,0,1609,1,1624,1,1627,1,1631,0,1649,1,1660,0,1686,0,1694,0,1713,1,1797,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,14,1567,1,1567,1,1567,4,1567,0,1567,2,1567,3,1567,6,1567,1,1567,2,1567,1,1571,2,1571,2,1571,1,1571,0,1571,3,1584,1,1584,2,1584,4,1588,1,1588,1,1597,1,1609,0,1614,1,1627,1,1631,1,1635,0,1653,1,1666,0,1690,0,1700,0,1717,1,1801,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,14,1571,1,1571,1,1571,4,1571,0,1571,2,1571,3,1571,6,1571,1,1571,2,1571,1,1575,2,1575,2,1575,1,1575,0,1575,3,1588,1,1588,1,1588,3,1593,1,1593,1,1601,1,1614,0,1619,1,1631,1,1635,1,1640,0,1656,1,1669,0,1694,0,1704,0,1721,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,14,1575,1,1575,1,1575,3,1575,0,1575,2,1575,4,1575,6,1575,1,1575,2,1575,1,1579,2,1579,3,1579,1,1579,0,1579,3,1593,1,1593,1,1593,3,1597,1,1597,2,1605,1,1619,0,1624,1,1635,1,1640,1,1644,1,1660,1,1673,0,1700,0,1709,0,1725,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,14,1579,1,1579,1,1579,3,1579,0,1579,2,1579,4,1579,5,1579,1,1579,2,1579,1,1584,2,1584,3,1584,1,1584,0,1584,3,1597,1,1597,1,1597,3,1601,1,1601,2,1609,1,1624,0,1627,1,1640,1,1644,1,1649,1,1666,1,1677,0,1704,0,1713,0,1730,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,14,1584,1,1584,1,1584,3,1584,0,1584,2,1584,4,1584,5,1584,1,1584,2,1584,1,1588,2,1588,3,1588,1,1588,0,1588,3,1601,1,1601,1,1601,3,1605,1,1605,2,1614,1,1627,0,1631,1,1644,1,1649,1,1653,1,1669,1,1682,0,1709,0,1717,0,1734,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,14,1588,1,1588,1,1588,3,1588,0,1588,2,1588,4,1588,4,1588,1,1588,2,1588,1,1593,2,1593,3,1593,1,1593,0,1593,3,1605,1,1605,1,1605,3,1609,1,1609,2,1619,1,1631,0,1635,1,1649,1,1653,1,1656,1,1673,1,1686,0,1713,0,1721,0,1737,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,14,1593,1,1593,1,1593,3,1593,0,1593,2,1593,4,1593,4,1593,1,1593,2,1593,1,1597,3,1597,3,1597,1,1597,0,1597,3,1609,1,1609,1,1609,3,1614,1,1614,2,1624,1,1635,0,1640,1,1653,1,1656,1,1660,1,1677,1,1690,0,1717,0,1725,0,1742,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,14,1597,1,1597,1,1597,2,1597,0,1597,2,1597,4,1597,4,1597,1,1597,2,1597,1,1601,3,1601,3,1601,1,1601,0,1601,3,1614,1,1614,1,1614,3,1619,1,1619,2,1627,1,1640,0,1644,1,1656,1,1660,1,1666,1,1682,1,1694,0,1721,0,1730,0,1746,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,14,1601,1,1601,1,1601,2,1601,0,1601,1,1601,4,1601,4,1601,1,1601,2,1601,1,1605,3,1605,3,1605,1,1605,0,1605,3,1619,1,1619,1,1619,3,1624,1,1624,2,1631,1,1644,0,1649,1,1660,0,1666,1,1669,1,1686,1,1700,0,1725,0,1734,0,1750,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,14,1605,1,1605,1,1605,2,1605,0,1605,2,1605,4,1605,4,1605,1,1605,2,1605,1,1609,2,1609,3,1609,1,1609,0,1609,3,1624,1,1624,1,1624,3,1627,1,1627,2,1635,1,1649,0,1653,1,1666,0,1669,1,1673,1,1690,0,1704,0,1730,0,1737,0,1754,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,14,1609,1,1609,1,1609,2,1609,0,1609,2,1609,4,1609,4,1609,1,1609,2,1609,1,1614,2,1614,3,1614,1,1614,0,1614,3,1627,1,1627,1,1627,3,1631,1,1631,2,1640,1,1653,0,1656,1,1669,0,1673,1,1677,1,1694,0,1709,0,1734,0,1742,0,1758,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,14,1614,1,1614,1,1614,2,1614,0,1614,2,1614,4,1614,4,1614,1,1614,2,1614,1,1619,2,1619,2,1619,1,1619,0,1619,2,1631,1,1631,1,1631,3,1635,1,1635,2,1644,1,1656,0,1660,1,1673,0,1677,1,1682,1,1700,0,1713,0,1737,0,1746,0,1763,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,14,1619,1,1619,1,1619,2,1619,0,1619,2,1619,4,1619,4,1619,1,1619,2,1619,1,1624,2,1624,2,1624,1,1624,0,1624,2,1635,1,1635,1,1635,3,1640,1,1640,2,1649,1,1660,0,1666,1,1677,0,1682,1,1686,1,1704,0,1717,0,1742,0,1750,0,1767,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,14,1624,1,1624,1,1624,2,1624,0,1624,2,1624,4,1624,5,1624,1,1624,2,1624,1,1627,2,1627,2,1627,1,1627,0,1627,1,1640,1,1640,1,1640,2,1644,1,1644,2,1653,1,1666,0,1669,1,1682,0,1686,1,1690,1,1709,0,1721,0,1746,0,1754,0,1772,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,14,1627,1,1627,1,1627,2,1627,0,1627,2,1627,4,1627,5,1627,1,1627,2,1627,1,1631,2,1631,2,1631,1,1631,0,1631,1,1644,1,1644,1,1644,2,1649,1,1649,2,1656,1,1669,0,1673,1,1686,0,1690,1,1694,1,1713,0,1725,0,1750,0,1758,0,1776,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,14,1631,1,1631,1,1631,2,1631,0,1631,2,1631,4,1631,5,1631,1,1631,2,1631,1,1635,2,1635,2,1635,1,1635,0,1635,1,1649,1,1649,1,1649,2,1653,1,1653,2,1660,1,1673,0,1677,1,1690,0,1694,1,1700,1,1717,0,1730,0,1754,0,1763,0,1780,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,14,1635,1,1635,1,1635,2,1635,0,1635,2,1635,4,1635,7,1635,1,1635,2,1635,1,1640,2,1640,2,1640,1,1640,0,1640,1,1653,1,1653,1,1653,2,1656,1,1656,2,1666,1,1677,0,1682,1,1694,0,1700,1,1704,1,1721,0,1734,0,1758,0,1767,0,1784,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,14,1640,1,1640,1,1640,2,1640,0,1640,2,1640,4,1640,7,1640,1,1640,2,1640,1,1644,2,1644,2,1644,1,1644,0,1644,1,1656,1,1656,1,1656,2,1660,1,1660,2,1669,1,1682,0,1686,1,1700,0,1704,0,1709,1,1725,0,1737,1,1763,0,1772,0,1789,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,14,1644,1,1644,1,1644,2,1644,0,1644,2,1644,4,1644,7,1644,1,1644,2,1644,1,1649,2,1649,2,1649,1,1649,0,1649,0,1660,1,1660,1,1660,2,1666,1,1666,2,1673,1,1686,0,1690,1,1704,0,1709,0,1713,1,1730,1,1742,1,1767,0,1776,0,1793,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,14,1649,1,1649,1,1649,2,1649,0,1649,2,1649,4,1649,9,1649,1,1649,2,1649,1,1653,2,1653,3,1653,1,1653,0,1653,0,1666,1,1666,1,1666,2,1669,1,1669,2,1677,1,1690,0,1694,1,1709,0,1713,0,1717,1,1734,1,1746,1,1772,0,1780,0,1797,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,14,1653,1,1653,1,1653,2,1653,0,1653,2,1653,4,1653,10,1653,1,1653,2,1653,1,1656,2,1656,3,1656,1,1656,0,1656,0,1669,1,1669,1,1669,2,1673,1,1673,2,1682,1,1694,0,1700,1,1713,0,1717,0,1721,0,1737,1,1750,1,1776,0,1784,0,1801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,14,1656,1,1656,1,1656,2,1656,0,1656,2,1656,4,1656,10,1656,1,1656,2,1656,1,1660,2,1660,2,1660,1,1660,0,1660,1,1673,1,1673,1,1673,2,1677,1,1677,2,1686,1,1700,0,1704,1,1717,0,1721,0,1725,0,1742,1,1754,1,1780,0,1789,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,14,1660,1,1660,1,1660,2,1660,0,1660,2,1660,4,1660,10,1660,1,1660,2,1660,1,1666,2,1666,3,1666,1,1666,0,1666,1,1677,1,1677,1,1677,2,1682,1,1682,2,1690,1,1704,0,1709,1,1721,0,1725,0,1730,0,1746,1,1758,1,1784,0,1793,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,14,1666,1,1666,1,1666,2,1666,0,1666,2,1666,4,1666,11,1666,1,1666,2,1666,1,1669,2,1669,3,1669,1,1669,0,1669,1,1682,1,1682,1,1682,2,1686,1,1686,2,1694,1,1709,0,1713,1,1725,0,1730,0,1734,0,1750,1,1763,1,1789,0,1797,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,14,1669,1,1669,1,1669,2,1669,0,1669,2,1669,4,1669,11,1669,1,1669,2,1669,1,1673,2,1673,3,1673,1,1673,0,1673,1,1686,1,1686,1,1686,2,1690,1,1690,2,1700,1,1713,0,1717,1,1730,0,1734,0,1737,0,1754,1,1767,1,1793,0,1801,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,14,1673,1,1673,1,1673,2,1673,0,1673,2,1673,4,1673,11,1673,1,1673,2,1673,1,1677,2,1677,3,1677,1,1677,0,1677,1,1690,1,1690,1,1690,2,1694,1,1694,2,1704,1,1717,0,1721,1,1734,0,1737,0,1742,0,1758,1,1772,1,1797,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,14,1677,1,1677,1,1677,2,1677,0,1677,2,1677,4,1677,11,1677,1,1677,2,1677,1,1682,2,1682,3,1682,1,1682,0,1682,1,1694,1,1694,1,1694,2,1700,1,1700,2,1709,1,1721,0,1725,1,1737,0,1742,0,1746,0,1763,1,1776,1,1801,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,14,1682,1,1682,1,1682,2,1682,0,1682,1,1682,4,1682,11,1682,1,1682,2,1682,1,1686,2,1686,3,1686,1,1686,0,1686,1,1700,1,1700,1,1700,2,1704,1,1704,1,1713,1,1725,0,1730,1,1742,0,1746,0,1750,0,1767,1,1780,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,15,1686,1,1686,1,1686,2,1686,0,1686,1,1686,4,1686,11,1686,1,1686,2,1686,1,1690,2,1690,4,1690,1,1690,0,1690,1,1704,1,1704,1,1704,2,1709,1,1709,1,1717,1,1730,0,1734,1,1746,0,1750,0,1754,0,1772,1,1784,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,15,1690,1,1690,1,1690,3,1690,0,1690,1,1690,3,1690,10,1690,1,1690,2,1690,1,1694,2,1694,4,1694,1,1694,0,1694,1,1709,1,1709,1,1709,2,1713,1,1713,1,1721,1,1734,0,1737,1,1750,0,1754,0,1758,0,1776,1,1789,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,15,1694,1,1694,1,1694,3,1694,0,1694,1,1694,3,1694,12,1694,1,1694,2,1694,1,1700,2,1700,4,1700,1,1700,0,1700,1,1713,1,1713,0,1713,1,1717,1,1717,1,1725,1,1737,0,1742,1,1754,0,1758,0,1763,0,1780,1,1793,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,15,1700,1,1700,1,1700,3,1700,0,1700,1,1700,3,1700,12,1700,1,1700,2,1700,1,1704,2,1704,4,1704,1,1704,0,1704,1,1717,1,1717,0,1717,1,1721,1,1721,0,1730,1,1742,0,1746,1,1758,0,1763,0,1767,0,1784,1,1797,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,15,1704,1,1704,1,1704,3,1704,0,1704,1,1704,3,1704,13,1704,1,1704,2,1704,1,1709,2,1709,4,1709,1,1709,0,1709,1,1721,1,1721,1,1721,1,1725,1,1725,0,1734,1,1746,0,1750,1,1763,0,1767,0,1772,0,1789,1,1801,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,15,1709,1,1709,1,1709,3,1709,0,1709,1,1709,3,1709,13,1709,1,1709,2,1709,1,1713,2,1713,4,1713,1,1713,0,1713,1,1725,1,1725,2,1725,0,1730,1,1730,0,1737,1,1750,0,1754,1,1767,1,1772,0,1776,0,1793,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,15,1713,1,1713,1,1713,3,1713,0,1713,1,1713,3,1713,13,1713,1,1713,2,1713,1,1717,2,1717,4,1717,1,1717,0,1717,1,1730,1,1730,2,1730,0,1734,1,1734,0,1742,1,1754,0,1758,1,1772,1,1776,0,1780,0,1797,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,15,1717,1,1717,1,1717,3,1717,0,1717,1,1717,3,1717,13,1717,1,1717,2,1717,1,1721,2,1721,4,1721,1,1721,0,1721,1,1734,1,1734,2,1734,0,1737,1,1737,1,1746,1,1758,0,1763,1,1776,1,1780,0,1784,0,1801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,15,1721,1,1721,1,1721,3,1721,0,1721,1,1721,3,1721,13,1721,1,1721,2,1721,1,1725,1,1725,4,1725,1,1725,0,1725,1,1737,1,1737,2,1737,0,1742,1,1742,1,1750,1,1763,0,1767,1,1780,1,1784,0,1789,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,15,1725,1,1725,1,1725,4,1725,0,1725,1,1725,3,1725,13,1725,1,1725,2,1725,1,1730,1,1730,3,1730,1,1730,0,1730,1,1742,1,1742,2,1742,0,1746,1,1746,1,1754,1,1767,0,1772,1,1784,1,1789,0,1793,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,15,1730,1,1730,1,1730,4,1730,0,1730,1,1730,4,1730,11,1730,1,1730,2,1730,1,1734,1,1734,3,1734,1,1734,0,1734,1,1746,1,1746,2,1746,0,1750,1,1750,1,1758,1,1772,0,1776,1,1789,1,1793,0,1797,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,15,1734,1,1734,1,1734,4,1734,0,1734,1,1734,4,1734,11,1734,1,1734,2,1734,1,1737,1,1737,3,1737,1,1737,0,1737,1,1750,1,1750,2,1750,0,1754,1,1754,1,1763,1,1776,0,1780,1,1793,1,1797,0,1801,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,15,1737,1,1737,1,1737,4,1737,0,1737,1,1737,4,1737,11,1737,1,1737,2,1737,2,1742,1,1742,2,1742,1,1742,0,1742,1,1754,1,1754,2,1754,0,1758,1,1758,1,1767,1,1780,0,1784,1,1797,1,1801,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,15,1742,1,1742,1,1742,4,1742,0,1742,1,1742,4,1742,10,1742,1,1742,2,1742,2,1746,1,1746,2,1746,1,1746,0,1746,1,1758,1,1758,2,1758,0,1763,1,1763,1,1772,1,1784,0,1789,1,1801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,15,1746,1,1746,1,1746,4,1746,0,1746,1,1746,4,1746,10,1746,1,1746,2,1746,2,1750,1,1750,2,1750,1,1750,0,1750,1,1763,1,1763,2,1763,0,1767,1,1767,1,1776,1,1789,0,1793,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,15,1750,1,1750,1,1750,4,1750,0,1750,1,1750,4,1750,10,1750,1,1750,2,1750,2,1754,1,1754,2,1754,1,1754,0,1754,1,1767,1,1767,2,1767,0,1772,1,1772,1,1780,1,1793,0,1797,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,15,1754,1,1754,1,1754,4,1754,0,1754,1,1754,4,1754,10,1754,1,1754,2,1754,2,1758,1,1758,2,1758,1,1758,0,1758,1,1772,1,1772,3,1772,0,1776,1,1776,2,1784,1,1797,0,1801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,15,1758,1,1758,1,1758,4,1758,0,1758,1,1758,4,1758,10,1758,1,1758,2,1758,2,1763,1,1763,2,1763,1,1763,0,1763,1,1776,1,1776,3,1776,0,1780,1,1780,2,1789,1,1801,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,15,1763,1,1763,1,1763,4,1763,0,1763,1,1763,4,1763,10,1763,0,1763,2,1763,2,1767,1,1767,2,1767,1,1767,0,1767,1,1780,1,1780,3,1780,0,1784,1,1784,2,1793,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,15,1767,1,1767,1,1767,3,1767,0,1767,1,1767,4,1767,9,1767,0,1767,2,1767,2,1772,1,1772,2,1772,1,1772,0,1772,1,1784,1,1784,3,1784,0,1789,1,1789,2,1797,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,15,1772,1,1772,1,1772,4,1772,0,1772,1,1772,4,1772,9,1772,0,1772,2,1772,2,1776,1,1776,2,1776,1,1776,0,1776,1,1789,1,1789,4,1789,0,1793,1,1793,2,1801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,15,1776,1,1776,1,1776,4,1776,0,1776,1,1776,4,1776,9,1776,0,1776,2,1776,2,1780,1,1780,2,1780,1,1780,0,1780,1,1793,1,1793,4,1793,0,1797,1,1797,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,15,1780,1,1780,1,1780,4,1780,0,1780,1,1780,4,1780,7,1780,0,1780,2,1780,2,1784,1,1784,2,1784,1,1784,0,1784,1,1797,1,1797,4,1797,0,1801,1,1801,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,15,1784,1,1784,1,1784,4,1784,0,1784,1,1784,4,1784,8,1784,0,1784,2,1784,2,1789,1,1789,2,1789,1,1789,0,1789,1,1801,1,1801,4,1801,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,15,1789,1,1789,1,1789,4,1789,0,1789,1,1789,4,1789,7,1789,0,1789,2,1789,2,1793,1,1793,2,1793,1,1793,0,1793,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,15,1793,1,1793,1,1793,4,1793,0,1793,1,1793,4,1793,7,1793,0,1793,2,1793,2,1797,1,1797,2,1797,1,1797,0,1797,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
